rownum,id,author,author-aux,author-orcid,booktitle,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,key,mdate,month,note,note-type,number,pages,publtype,sub,sup,title,title-bibtex,tt,url,volume,year,reviewers,chair,conference_keywords,conference_type,supervisor,paper_keywords,decison_reviewer_0,review_reviewer_0,decison_reviewer_1,review_reviewer_1,paper_type,proceedings_keywords
215,225567,Odalric-Ambrym Maillard|Rémi Munos,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/odalric11a/odalric11a.pdf,oa,,journals/jmlr/MaillardM11,2019-05-29,,,,,570-578,,,,Adaptive Bandits: Towards the best history-dependent strategy.,,,db/journals/jmlr/jmlrp15.html#MaillardM11,,2011,Logan L. Watts|Yang Liu,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,High-performance computing|Cloud computing,reject,Sit labore sit est.,reject,Quaerat neque dolore amet labore aliquam.,Short Paper,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
216,225573,Morten Mørup|Ryota Tomioka,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/tomioka12.html,oa,,journals/jmlr/TomiokaM12,2019-05-29,,,,,1243-1251,,,,A Bayesian Analysis of the Radioactive Releases of Fukushima.,,,db/journals/jmlr/jmlrp22.html#TomiokaM12,,2012,Siegfried Kanngießer|Per Wikman-Svahn,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Human-computer interaction|Information theory|Algorithm analysis,accept,Dolorem neque quiquia tempora.,reject,Voluptatem dolore magnam numquam non ipsum tempora.,Full Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
217,225583,Avneesh Singh Saluja|Ole J. Mengshoel|Priya Krishnan Sundararajan,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/saluja12.html,oa,,journals/jmlr/SalujaSM12,2019-05-29,,,,,984-992,,,,Age-Layered Expectation Maximization for Parameter Learning in Bayesian Networks.,,,db/journals/jmlr/jmlrp22.html#SalujaSM12,,2012,Sean Valles|Peter Morfeld,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Distributed computing,reject,Neque ut aliquam aliquam amet aliquam.,reject,Etincidunt sed amet porro.,Short Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
218,225585,Dilan Görür|Yee Whye Teh|Zoubin Ghahramani,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/teh07a.html,oa,,journals/jmlr/TehGG07,2019-05-29,,,,,556-563,,,,Stick-breaking Construction for the Indian Buffet Process.,,,db/journals/jmlr/jmlrp2.html#TehGG07,,2007,Jana Kliestikova|Thomas Perst,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Machine learning|Cryptography|Information theory,accept,Est dolorem quaerat velit non tempora.,reject,Dolore quiquia quisquam velit.,Full Paper,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
219,225587,Ivor W. Tsang|Shukai Li,,,ACML,,,,conf/acml/2011,,,http://proceedings.mlr.press/v20/li11/li11.pdf,oa,,journals/jmlr/LiT11,2019-05-29,,,,,47-62,,,,Learning to Locate Relative Outliers.,,,db/journals/jmlr/jmlrp20.html#LiT11,,2011,Ehsan Roohi|Lisa H. Newton,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Arnaud Doucet,Computer networks,reject,Dolore amet est dolore amet amet adipisci amet.,reject,Velit dolor amet dolorem aliquam porro.,Poster,Distributed computing|Data mining|Algorithm analysis
220,225589,Alessandro Verri|Lorenzo Rosasco|Matteo Santoro|Silvia Villa|Sofia Mosci,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/rosasco10a.html,oa,,journals/jmlr/RosascoSMVV10,2019-05-29,,,,,653-660,,,,A Regularization Approach to Nonlinear Variable Selection.,,,db/journals/jmlr/jmlrp9.html#RosascoSMVV10,,2010,Jeroen van den Hoven|Nader Navabi,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Human-computer interaction,accept,Porro ipsum modi consectetur.,reject,Velit velit voluptatem porro neque dolore quisquam.,Poster,Computer vision|Robotics|Cloud computing|Algorithm analysis
221,225593,Arnaud Doucet|Jan Peters 0001|Matthew Hoffman 0002|Nando de Freitas,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/hoffman09a.html,oa,,journals/jmlr/HoffmanFDP09,2020-12-03,,,,,232-239,,,,An Expectation Maximization Algorithm for Continuous Markov Decision Processes with Arbitrary Reward.,,,db/journals/jmlr/jmlrp5.html#HoffmanFDP09,,2009,Gary H. Glover|Rubi Linares-Orozco,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Artificial intelligence|Computer vision,accept,Amet numquam tempora quaerat non eius.,accept,Ut est dolor quisquam.,Poster,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
222,225594,Peter Cerno,,,ICGI,,,,conf/icgi/2012,,,http://proceedings.mlr.press/v21/cerno12a.html,oa,,journals/jmlr/Cerno12,2019-05-29,,,,,54-68,,,,Clearing Restarting Automata and Grammatical Inference.,,,db/journals/jmlr/jmlrp21.html#Cerno12,,2012,Daniel Andrés La Rotta Forero|Panagiotis Tsiamyrtzis,Tuo Zhao|Andrea Malizia|Tong Zhang 0001,Machine learning|Information theory|Computer graphics|Cybersecurity|Cryptography,Expert Group,Tong Zhang 0001,Cloud computing|Robotics|Computer graphics,reject,Neque voluptatem eius modi modi.,reject,Dolore tempora non non modi labore aliquam.,Poster,Cybersecurity|Cloud computing|Big data|Artificial intelligence
223,225595,Yuhong Yang,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/yang07a.html,oa,,journals/jmlr/Yang07,2019-05-29,,,,,636-643,,,,How Powerful Can Any Regression Learning Procedure Be?.,,,db/journals/jmlr/jmlrp2.html#Yang07,,2007,Lise Degn|Steven R. Kraaijeveld,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Computer graphics|Quantum computing,reject,Non neque sit ut.,accept,Quisquam tempora est est quaerat quiquia quaerat tempora.,Full Paper,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
224,225596,Alexander Paprotny|Jochen Garcke,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/paprotny12.html,oa,,journals/jmlr/PaprotnyG12,2019-05-29,,,,,859-867,,,,"On a Connection between Maximum Variance Unfolding, Shortest Path Problems and IsoMap.",,,db/journals/jmlr/jmlrp22.html#PaprotnyG12,,2012,Bernd Walter|M. A. Osipova,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Algorithm analysis|Computer vision,reject,Consectetur voluptatem porro consectetur non.,reject,Dolor amet consectetur quisquam sed.,Short Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
225,225597,David M. Blei|Jonathan D. Chang,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/chang09a.html,oa,,journals/jmlr/ChangB09,2021-06-10,,,,,81-88,,,,Relational Topic Models for Document Networks.,,,db/journals/jmlr/jmlrp5.html#ChangB09,,2009,Rockwell F. Clancy|Artur Czumaj,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Cloud computing|Machine learning|Data mining,accept,Dolore ut aliquam dolore labore numquam amet.,reject,Est sed labore tempora.,Poster,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
226,225600,Peter Sunehag,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/sunehag07a.html,oa,,journals/jmlr/Sunehag07,2019-05-29,,,,,540-547,,,,Emerge and spread models and word burstiness.,,,db/journals/jmlr/jmlrp2.html#Sunehag07,,2007,Gabrielle Wong-Parodi|Anthony J. Hayter,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Distributed computing|Computational complexity,accept,Porro porro dolore adipisci etincidunt.,reject,Dolore sit adipisci labore numquam modi velit.,Poster,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
227,225605,Albert Bifet|Bernhard Pfahringer|Eibe Frank|Geoffrey Holmes 0001,,,ACML,,,,conf/acml/2010,,,http://proceedings.mlr.press/v13/bifet10a.html,oa,,journals/jmlr/BifetFHP10,2020-03-19,,,,,225-240,,,,Accurate Ensembles for Data Streams: Combining Restricted Hoeffding Trees using Stacking.,,,db/journals/jmlr/jmlrp13.html#BifetFHP10,,2010,Zubin Master|Daniela Glavanicová,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Yener Ülker,Natural language processing|Deep learning,reject,Neque quaerat non porro.,accept,Sit quiquia quisquam quisquam.,Demo Paper,Computer networks|Information theory|High-performance computing|Computer vision
228,225607,Amit Gruber|Michal Rosen-Zvi|Yair Weiss,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/gruber07a.html,oa,,journals/jmlr/GruberWR07,2019-05-29,,,,,163-170,,,,Hidden Topic Markov Models.,,,db/journals/jmlr/jmlrp2.html#GruberWR07,,2007,Markus Casper|Kristine Bærøe,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Robotics,reject,Adipisci velit labore numquam.,accept,Porro non voluptatem quaerat dolore magnam tempora tempora.,Poster,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
229,225608,Laurens van der Maaten,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/maaten11a/maaten11a.pdf,oa,,journals/jmlr/Maaten11,2019-05-29,,,,,60-62,,,,"Discussion of ""Spectral Dimensionality Reduction via Maximum Entropy"".",,,db/journals/jmlr/jmlrp15.html#Maaten11,,2011,Bruno Turnheim|Jim Melton,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Algorithm analysis,reject,Non dolore ipsum dolore numquam magnam non adipisci.,reject,Adipisci non velit sit etincidunt tempora.,Demo Paper,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
230,225610,C.-H. Ho|C.-J. Lin|M.-H. Tsai,,,Active Learning and Experimental Design @ AISTATS,,,,conf/aistats/2010w,,,http://proceedings.mlr.press/v16/ho11a/ho11a.pdf,oa,,journals/jmlr/HoTL11,2019-05-29,,,,,71-84,,,,Active Learning and Experimental Design with SVMs.,,,db/journals/jmlr/jmlrp16.html#HoTL11,,2011,Jenny Krutzinna|Brice Laurent,Shannon L. Spruit|Fahime Asadi|David J. Kriegman|Tim van Erven,Artificial intelligence|Natural language processing|Computer vision|Information theory|Computer graphics,Regular,David J. Kriegman,Artificial intelligence,reject,Est non ipsum etincidunt.,accept,Quiquia velit ipsum tempora neque.,Short Paper,Data mining|Artificial intelligence|Human-computer interaction
231,225611,Byoung-Tak Zhang|Daniel D. Lee|Yung-Kyun Noh,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/noh10a.html,oa,,journals/jmlr/NohZL10,2019-05-29,,,,,565-572,,,,Fluid Dynamics Models for Low Rank Discriminant Analysis.,,,db/journals/jmlr/jmlrp9.html#NohZL10,,2010,Frédéric Gilbert 0003|Luisa María Gil-Martín,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Cybersecurity,reject,Est quiquia dolore tempora.,accept,Eius neque numquam ipsum dolor.,Poster,Computer vision|Robotics|Cloud computing|Algorithm analysis
232,225612,Vladimir Vovk,,,ACML,,,,conf/acml/2012,,,http://proceedings.mlr.press/v25/vovk12.html,oa,,journals/jmlr/Vovk12,2019-05-29,,,,,475-490,,,,Conditional validity of inductive conformal predictors.,,,db/journals/jmlr/jmlrp25.html#Vovk12,,2012,Divya Trivedi|William D. Lawson,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Arnaud Doucet,Algorithm analysis|Deep learning|Quantum computing,accept,Tempora eius tempora etincidunt est non.,accept,Aliquam eius sit adipisci non velit.,Demo Paper,Machine learning|Distributed computing|Cloud computing
233,225613,Kedar Bellare|Olivier Chapelle|Paramveer S. Dhillon|S. Sathiya Keerthi|Sundararajan Sellamanickam,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/dhillon12.html,oa,,journals/jmlr/DhillonKBCS12,2019-05-29,,,,,299-307,,,,Deterministic Annealing for Semi-Supervised Structured Output Learning.,,,db/journals/jmlr/jmlrp22.html#DhillonKBCS12,,2012,Jakob Stenseke|Fahime Asadi,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Computer graphics|Cryptography,accept,Adipisci quiquia quisquam dolor non numquam quaerat.,reject,Dolor tempora voluptatem labore voluptatem porro.,Short Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
234,225614,Benjamin Recht|Christopher Ré,,,COLT,,,,conf/colt/2012,,,http://proceedings.mlr.press/v23/recht12/recht12.pdf,oa,,journals/jmlr/RechtR12,2019-05-29,,,,,11.1-11.24,,,,"Toward a Noncommutative Arithmetic-geometric Mean Inequality: Conjectures, Case-studies, and Consequences.",,,db/journals/jmlr/jmlrp23.html#RechtR12,,2012,Thomas Pirlein|Dieter Baum,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Verónica Romero 0001,Deep learning|Big data,reject,Ut adipisci porro etincidunt.,reject,Magnam porro labore non voluptatem quisquam neque.,Short Paper,Information theory|Cloud computing|Cybersecurity|Cryptography|Artificial intelligence
235,225615,Donghui Wang|Guang Dai|Michael I. Jordan|Zhihua Zhang,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/zhang10d.html,oa,,journals/jmlr/ZhangDWJ10,2019-05-29,,,,,972-979,,,,Bayesian Generalized Kernel Models.,,,db/journals/jmlr/jmlrp9.html#ZhangDWJ10,,2010,Emmanuel Kingsford Owusu|Randal E. Bryant,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Information theory,accept,Ut labore modi quaerat porro etincidunt sed porro.,reject,Quisquam dolor consectetur dolorem aliquam velit aliquam.,Poster,Computer vision|Robotics|Cloud computing|Algorithm analysis
236,225616,Ivor W. Tsang|James Tin-Yau Kwok|Yu-Feng Li|Zhi-Hua Zhou,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/li09c.html,oa,,journals/jmlr/LiTKZ09,2019-05-29,,,,,344-351,,,,Tighter and Convex Maximum Margin Clustering.,,,db/journals/jmlr/jmlrp5.html#LiTKZ09,,2009,Michael Schwarz 0001|Marty J. Wolf,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Computer graphics,accept,Quisquam numquam tempora aliquam modi adipisci.,reject,Porro neque dolor etincidunt amet.,Poster,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
237,225617,Charles Sutton|Michael I. Jordan,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/sutton10a.html,oa,,journals/jmlr/SuttonJ10,2020-10-12,,,,,796-803,,,,Inference and Learning in Networks of Queues.,,,db/journals/jmlr/jmlrp9.html#SuttonJ10,,2010,Jirí Sgall|Angi Voß,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Algorithm analysis|Cloud computing|Computational complexity,reject,Modi magnam dolor non.,reject,Sed est ut neque neque.,Demo Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
238,225618,Andreas Argyriou|Bernardino Romera-Paredes|Massimiliano Pontil|Nadia Berthouze,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/romera12.html,oa,,journals/jmlr/Romera-ParedesABP12,2019-05-29,,,,,951-959,,,,Exploiting Unrelated Tasks in Multi-Task Learning.,,,db/journals/jmlr/jmlrp22.html#Romera-ParedesABP12,,2012,Gary H. Glover|Chavonda Jacobs-Young,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Computer networks,reject,Etincidunt numquam sit voluptatem magnam voluptatem sit non.,reject,Etincidunt voluptatem labore velit sed.,Demo Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
239,225624,Alard Roebroeck|Anil K. Seth|Pedro A. Valdés-Sosa,,,NIPS Mini-Symposium on Causality in Time Series,,,,conf/nips/2009mscts,,,http://proceedings.mlr.press/v12/roebroeck11.htm,oa,,journals/jmlr/RoebroeckSV11,2020-06-22,,,,,65-94,,,,Causal Time Series Analysis of Functional Magnetic Resonance Imaging Data.,,,db/journals/jmlr/jmlrp12.html#RoebroeckSV11,,2011,Jürgen Pietsch|Ivana Tadic,Juho Rousu|Christian Rohrer|Steven de Rooij|François Fages,Computer vision|Big data|Robotics|Data mining,Workshop,François Fages,Computer vision,reject,Quisquam non tempora dolorem.,accept,Numquam eius labore dolorem porro.,Short Paper,Deep learning|Cryptography|Computer networks|Algorithm analysis|Artificial intelligence
240,225635,Constantin Comendant|Jan Ramon,,,COLT,,,,conf/colt/2012,,,http://proceedings.mlr.press/v23/ramon12/ramon12.pdf,oa,,journals/jmlr/RamonC12,2019-05-29,,,,,45.1-45.3,,,,Open Problem: Learning Dynamic Network Models from a Static Snapshot.,,,db/journals/jmlr/jmlrp23.html#RamonC12,,2012,Bernice Elger|Markus R. Schmidt,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Jean-Yves Audibert,Natural language processing,accept,Dolor etincidunt ut quiquia quaerat porro.,accept,Magnam est modi magnam numquam aliquam.,Demo Paper,Information theory|Cloud computing|Cybersecurity|Cryptography|Artificial intelligence
241,225637,Geoffrey J. Gordon|Sue Ann Hong,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/hong11a/hong11a.pdf,oa,,journals/jmlr/HongG11,2019-05-29,,,,,351-360,,,,Optimal Distributed Market-Based Planning for Multi-Agent Systems with Shared Resources.,,,db/journals/jmlr/jmlrp15.html#HongG11,,2011,Rochelle E. Tractenberg|Simona Hasková,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Human-computer interaction|Computer vision,accept,Quiquia est etincidunt dolor porro.,accept,Quiquia adipisci aliquam voluptatem adipisci dolorem est.,Full Paper,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
