rownum,id,author,author-aux,author-orcid,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-label,note-type,number,pages,publisher,publnr,publtype,sub,sup,title,title-bibtex,tt,url,volume,year,reviewers,editors,journal_keywords,supervisor,paper_keywords,decison_reviewer_0,review_reviewer_0,decison_reviewer_1,review_reviewer_1,paper_type,volume_keywords
141,142,,,,,,,,,,Bernhard Nebel|Christof Peltason|Kai von Luck,,,,,IWBS Report,tr/ibm/IWBS184,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,International Workshop on Terminological Logics - Proceedings,,,,IWBS Report 184,1991,Steven Umbrello|Alok Atreya,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Nic Schraudolph,Cryptography|Computer networks|Quantum computing,reject,Adipisci neque voluptatem etincidunt.,accept,Adipisci magnam amet numquam amet quaerat ipsum.,Demo Paper,Big data|Cloud computing|Computer graphics|Deep learning
142,143,Birgit Wesche|Brigitte Bartsch-Spörl|Christian Rohrer|Christopher Habel|Claus-Rainer Rollinger|F. Günthner|Otthein Herzog|Peter H. Schmitt|Petra Steffens|Rudi Studer|Siegfried Kanngießer,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG1a,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,LILOG - Linguistische und logische Methoden für das maschinelle Verstehen des Deutschen - Projektbeschreibung,,,,LILOG-Report 1,1986,John E. Dahlberg|Susan A. Elmore,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Roi Livni,Cryptography|Algorithm analysis|Cybersecurity,reject,Eius adipisci non amet etincidunt.,accept,Dolore labore velit ut voluptatem eius.,Demo Paper,Quantum computing|Computer networks|Deep learning|Cloud computing
143,144,Peter H. Schmitt,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG6,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,Mathematical Logic and Artificial Intelligence,,,,LILOG-Report 6,1987,Justin Donhauser|Aimee van Wynsberghe,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Russell George Thompson,Cryptography|Computer networks|Artificial intelligence|Data mining|Computer vision,reject,Non aliquam magnam dolorem quisquam voluptatem.,accept,Quaerat porro amet aliquam numquam.,Short Paper,Deep learning|Quantum computing|Computer graphics
144,145,Stefan J. Schierholz,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS214,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Syntaktische Merkmale deutsche Substantive,,,,IWBS Report 214,1992,Ralph Scheubrein|Pablo Rey-Mazón,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,Computer networks|Machine learning|Cloud computing|Natural language processing,reject,Adipisci sit ut quiquia eius.,reject,Est porro magnam quiquia velit.,Demo Paper,Artificial intelligence|Deep learning|Big data|Computer networks|Information theory
145,146,Elisabeth Breidt,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS158,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Die Behandlung von mehrdeutigen Verben in der Maschinellen Übersetzung,,,,IWBS Report 158,1991,David J. Gunkel|Varmo Vene,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Yongmou Liu,Computer vision|Artificial intelligence|Distributed computing,accept,Est modi eius magnam.,accept,Dolore dolor amet labore.,Short Paper,Data mining|Computer vision|Computer networks|Artificial intelligence
146,147,Oliver Wauschkuhn,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS215,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Untersuchung zur verteilten Produktionsplanung mit Methoden der logischen Programmierung,,,,IWBS Report 215,1992,Johanna Dwyer|Valentina Nisi,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Mitja Trampus,Deep learning|Natural language processing|Big data|Information theory|Quantum computing,reject,Ut ipsum etincidunt quaerat voluptatem non.,accept,Voluptatem dolor non consectetur numquam quisquam numquam tempora.,Demo Paper,Cryptography|Computer networks|High-performance computing|Artificial intelligence|Big data
147,148,Angi Voß|Christoph Beierle,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS140,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Stepwise Software Development with Algebraic Specifications,,,,IWBS Report 140,1990,Toni Bollinger|Johane Patenaude,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,Data mining|Computer vision|Natural language processing|Human-computer interaction|Algorithm analysis,reject,Magnam amet est adipisci aliquam ipsum.,reject,Aliquam adipisci non ipsum modi.,Demo Paper,Natural language processing|Artificial intelligence|Machine learning|Distributed computing
148,149,Christoph Beierle,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS88,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,"Types, Modules and Databases in the Logic Programming Language PROTOS-L",,,,IWBS Report 88,1989,Erika Spuchlakova|Udo Pesch,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Nic Schraudolph,Computer networks|Algorithm analysis|Information theory|Cryptography,accept,Dolor aliquam eius velit ipsum ut.,accept,Modi quisquam eius magnam consectetur labore quisquam magnam.,Demo Paper,Deep learning|Computer networks|Cybersecurity|Machine learning
149,150,Christoph Beierle|Claus-Rainer Rollinger|Jochen Dörre|Peter H. Schmitt|Rudi Studer|Udo Pletat,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG41,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,LILOG,,The Knowledge Representation Language L,,,,LILOG-Report 41,1988,Andrea Malizia|Chijs van Nieuwenhuizen,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Russell George Thompson,Cloud computing|Big data|Natural language processing|Quantum computing,accept,Quisquam dolore dolore neque labore.,accept,Quaerat dolore quiquia dolorem velit velit.,Full Paper,Cloud computing|Information theory|Natural language processing|Cryptography|Big data
150,151,Kurt Eberle,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG14,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,Eine Prolog-Theorie für zeitliche Beziehungen zwischen Ereignissen,,,,LILOG-Report 14,1987,Le Dung Muu|Jana Kliestikova,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Roi Livni,Machine learning|Natural language processing|Human-computer interaction|High-performance computing|Data mining,accept,Numquam sit sit non modi.,reject,Dolor etincidunt dolore voluptatem quiquia labore dolor.,Short Paper,Cryptography|Robotics|High-performance computing|Artificial intelligence
151,152,Ingo Raasch|Jochen Dörre,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS168,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,The Stuttgart Type Unification Formalism - User Manual,,,,IWBS Report 168,1991,Frank Ole Flemisch|Jeffrey M. Warrender,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Nic Schraudolph,Algorithm analysis|Artificial intelligence|Computer networks,accept,Quiquia dolore eius adipisci tempora amet sed.,accept,Est ipsum tempora dolore neque.,Demo Paper,Deep learning|Computational complexity|Computer graphics|Machine learning
152,153,Claudia Maienborn,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS119,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Lokale Verben und Präpositionen: Semantische und konzeptuelle Verarbeitung in LEU II,,,,IWBS Report 119,1990,Brian P. Coppola|Thomas Schwentick,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Nic Schraudolph,Information theory|Computer vision|Computer networks|Machine learning,reject,Consectetur modi voluptatem neque non quaerat.,reject,Quisquam sed ipsum numquam non adipisci consectetur adipisci.,Short Paper,Cloud computing|Big data|Natural language processing|Cybersecurity
153,154,Bernd I. Dahn|Theodor Lettmann|Wolfgang Schönfeld,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS193,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,ILFA Interface Concept,,,,IWBS Report 193,1991,Barbara K. Redman|M. Nast,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Nic Schraudolph,Distributed computing|Machine learning|Artificial intelligence,accept,Consectetur neque eius velit adipisci eius ipsum velit.,reject,Porro dolor quisquam sed ut.,Short Paper,Artificial intelligence|Computer networks|Quantum computing|Data mining|Cloud computing
154,155,Bruce G. Lindsay 0001|Cesare A. Galtieri|Irving L. Traiger|Jim Gray 0001,,,,,,,,,,,,,,"Research Report / RJ / IBM / San Jose, California",tr/ibm/RJ2555,2020-02-21,June,"republished on ""ACM SIGMOD Anthology""",,,,,,,informal,,,Transactions and Consistency in Distributed Database Systems.,,,,"Research Report / RJ / IBM / San Jose, California RJ2555",1979,Bruce V. Lewenstein|Michelle Pham,Satoshi Morinaga|Brian D. Ziebart|Martin Mundhenk|Ravi Ganti,Computational complexity|Computer networks|Human-computer interaction,Ravi Ganti,Human-computer interaction|High-performance computing|Machine learning,reject,Aliquam ut labore voluptatem ipsum.,reject,Adipisci aliquam etincidunt dolore ut porro magnam.,Demo Paper,Data mining|Deep learning|Computer networks
155,156,Kai von Luck|Udo Pletat,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS90,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Knowledge Representation in LILOG,,,,IWBS Report 90,1989,Ana Marusic|Haiyan Wang,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Mitja Trampus,Natural language processing|Machine learning|Cryptography|High-performance computing|Big data,reject,Porro ipsum adipisci quaerat aliquam dolor.,reject,Aliquam etincidunt aliquam numquam dolorem ipsum adipisci velit.,Full Paper,Computer graphics|Algorithm analysis|Computational complexity
156,157,Egon Börger,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS117,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,"A Logical Operational Semantics of Full Prolog Part III: Built-in Predicates for Files, Terms, Arithmetic and Input-Output",,,,IWBS Report 117,1990,Laura Palucki Blake|Subhendu Bikash Hazra,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,Computational complexity|Machine learning|Natural language processing,accept,Amet labore dolor eius adipisci neque amet.,reject,Etincidunt labore voluptatem velit amet ipsum dolorem voluptatem.,Short Paper,Robotics|Computer networks|Cryptography|Big data
157,158,Astrid Schmücker-Schend|Christoph Lingenfelder,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS222,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Using Knowledge-Based Methods to Administrate an Access Control System,,,,IWBS Report 222,1992,Cory Higgs|Søren Holm,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,Distributed computing|Robotics|Human-computer interaction|Machine learning,reject,Dolorem sed modi consectetur dolor velit labore.,accept,Porro dolore etincidunt tempora velit magnam.,Full Paper,Computer graphics|Cryptography|Computational complexity|Computer vision
158,159,Simone Pribbenow,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS211,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Zur Verarbeitung von Lokalisierungsausdrücken in einem hybriden System,,,,IWBS Report 211,1992,Kasyap Natarajan|Sheila Bonde,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Yongmou Liu,Computer networks|Cloud computing|Distributed computing,accept,Numquam tempora aliquam eius est etincidunt dolore.,reject,Dolor dolore quiquia porro neque.,Full Paper,Cloud computing|Artificial intelligence|Robotics|Algorithm analysis
159,160,Joachim Maier,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS85,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,LILOG,,Integration von Constraints in die L,,,,IWBS Report 85,1989,Kelly Joslin Holloway|Zoë Robaey,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alina Beygelzimer,Data mining|Computational complexity|Distributed computing|Robotics,accept,Sed labore dolorem magnam labore porro.,accept,Numquam quaerat non quaerat voluptatem labore.,Demo Paper,Computer networks|Cryptography|Computer graphics|Information theory
160,161,Klaus Rehkämper,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG20,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,Mentale Bilder und Wegbedeutungen,,,,LILOG-Report 20,1987,William C. Rounds|Zoë Robaey,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Roi Livni,Cybersecurity|Computer graphics|Distributed computing|Computer networks|Computational complexity,accept,Dolor ut quiquia voluptatem.,accept,Dolore dolorem aliquam adipisci.,Short Paper,Computer networks|Cloud computing|Information theory
161,162,Hinrich Schütze,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS73,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Pluralbehandlung in natürlichsprachlichen Wissensverabeitungssystemen,,,,IWBS Report 73,1989,Domagoj Markovic|Laura Specker Sullivan,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,Cloud computing|Cybersecurity|Human-computer interaction|Artificial intelligence,reject,Porro tempora ut voluptatem est.,accept,Tempora dolor velit consectetur.,Full Paper,Machine learning|Big data|High-performance computing|Data mining|Artificial intelligence
162,163,Christoph Beierle|Jörg H. Siekmann|Peter H. Schmitt|Udo Pletat|Ulrich Hedtstück,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS113,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,An Order-Sorted Logic for Knowledge Representation Systems,,,,IWBS Report 113,1990,Siara Isaac|Bram Vanderborght,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Nic Schraudolph,Distributed computing|Deep learning|Cybersecurity|Data mining|Computational complexity,reject,Dolore etincidunt velit sed numquam aliquam dolorem neque.,reject,Modi sed velit adipisci.,Short Paper,Computational complexity|Cybersecurity|Cloud computing|Computer networks
163,164,Petra Ludewig,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS152,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Incremental Vocabulary Extensions in Text Understanding Systems,,,,IWBS Report 152,1991,Syed Ather Hussain|Jelena Omazic,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,Information theory|Big data|Cybersecurity|Cryptography|Computer networks,accept,Magnam quaerat ut quaerat neque tempora aliquam quisquam.,reject,Voluptatem quisquam ut quisquam modi aliquam sed.,Short Paper,Artificial intelligence|Information theory|Computer vision
164,165,Sven Lorenz,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS179,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Persistence and Justified Causation: Some Remarks on Nonmonotonic Temporal Reasoning,,,,IWBS Report 179,1991,Gerd Michelsen|Daan Schuurbiers,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Mitja Trampus,Computer vision|Distributed computing|Computer networks,accept,Amet ut ut quaerat quiquia ipsum porro.,accept,Dolore consectetur quiquia aliquam etincidunt.,Full Paper,Algorithm analysis|Computer vision|Computational complexity
165,166,Christoph Beierle|Stefan Böttcher,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS71,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Database Support for the PROTOS-L System,,,,IWBS Report 71,1989,Christopher Brandl|Xiaoou Liu,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,Computer graphics|Computer networks|Algorithm analysis|Big data|Deep learning,accept,Quisquam ut quisquam consectetur sit magnam.,accept,Quisquam eius sit sit aliquam.,Full Paper,Algorithm analysis|Big data|Human-computer interaction|Robotics
166,167,Herbert J. Leass,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS187,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Anaphora Resolution for Machine Translation: A Study,,,,IWBS Report 187,1991,Esther König|Michele Farisco,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Yongmou Liu,Distributed computing|Deep learning|Machine learning|Computational complexity|Computer vision,reject,Quiquia neque quiquia dolor quiquia.,reject,Dolore non dolore sed tempora.,Full Paper,Distributed computing|Information theory|Cloud computing|Computer graphics
